payment_type,order_date,total_payment_value,payment_count,avg_payment_value
debit_card,2017-10-29,281.64,2,140.82
voucher,2017-10-29,457.44999999999993,7,65.35
boleto,2017-10-30,4480.81,41,109.28804878048781
credit_card,2017-10-30,18597.380000000005,106,175.44698113207548
debit_card,2017-10-30,92.57,1,92.57
voucher,2017-10-30,571.1,9,63.455555555555556
boleto,2017-10-31,4378.66,41,106.79658536585369
credit_card,2017-10-31,22347.899999999994,115,194.32956521739135
voucher,2017-10-31,331.66,7,47.38
boleto,2017-11-01,7156.59,21,340.79
credit_card,2017-11-01,15057.59,87,173.0757471264368
debit_card,2017-11-01,156.79000000000002,2,78.39500000000001
voucher,2017-11-01,331.19000000000005,5,66.238
boleto,2017-11-02,3320.18,21,158.10380952380953
credit_card,2017-11-02,21566.549999999996,104,207.37067307692308
debit_card,2017-11-02,55.24,1,55.24
voucher,2017-11-02,75.19,2,37.595000000000006
boleto,2017-11-03,4190.6299999999992,32,130.95718749999997
credit_card,2017-11-03,21922.639999999996,105,208.78704761904757
debit_card,2017-11-03,114.47,2,57.235
voucher,2017-11-03,830.78,10,83.078
boleto,2017-11-04,4185.34,24,174.38916666666665
credit_card,2017-11-04,17304.859999999997,84,206.01023809523807
debit_card,2017-11-04,65.71,1,65.71
voucher,2017-11-04,738.9,7,105.55714285714285
boleto,2017-11-05,5402.5000000000009,28,192.94642857142856
credit_card,2017-11-05,15928.620000000006,108,147.48722222222221
debit_card,2017-11-05,200.6,4,50.150000000000006
voucher,2017-11-05,220.85,6,36.808333333333337
boleto,2017-11-06,10381.560000000001,56,185.38499999999996
credit_card,2017-11-06,22465.400000000012,129,174.15038759689918
debit_card,2017-11-06,167.95,2,83.975
voucher,2017-11-06,930.23,11,84.566363636363633
boleto,2017-11-07,3414.8999999999996,29,117.7551724137931
credit_card,2017-11-07,20066.68,125,160.5334399999999
debit_card,2017-11-07,516.83,4,129.2075
voucher,2017-11-07,946.8,7,135.25714285714284
boleto,2017-11-08,4111.4699999999993,42,97.892142857142858
credit_card,2017-11-08,18075.030000000002,129,140.1165116279069
debit_card,2017-11-08,163.01999999999998,2,81.509999999999991
voucher,2017-11-08,1087.18,13,83.629230769230773
boleto,2017-11-09,6628.18,41,161.66292682926829
credit_card,2017-11-09,21537.069999999992,147,146.5106802721088
debit_card,2017-11-09,64.1,1,64.1
voucher,2017-11-09,946.48,13,72.806153846153848
boleto,2017-11-10,5936.6299999999983,42,141.34833333333333
credit_card,2017-11-10,16418.209999999992,115,142.76704347826089
debit_card,2017-11-10,196.99,1,196.99
voucher,2017-11-10,1124.87,23,48.907391304347826
boleto,2017-11-11,5254.52,30,175.15066666666667
credit_card,2017-11-11,21880.19,125,175.04152000000002
voucher,2017-11-11,443.92,7,63.417142857142863
boleto,2017-11-12,3341.53,29,115.22517241379309
credit_card,2017-11-12,23100.579999999998,143,161.54251748251744
debit_card,2017-11-12,162.38,2,81.19
voucher,2017-11-12,120.59,3,40.196666666666665
boleto,2017-11-13,7122.43,57,124.95491228070176
credit_card,2017-11-13,22180.009999999991,145,152.96558620689655
debit_card,2017-11-13,91.95,1,91.95
voucher,2017-11-13,211.85000000000002,4,52.962500000000006
boleto,2017-11-14,8555.9000000000015,46,185.99782608695654
credit_card,2017-11-14,22908.120000000003,140,163.62942857142863
debit_card,2017-11-14,114.41,2,57.205
voucher,2017-11-14,434.17,10,43.417
boleto,2017-11-15,5302.6900000000005,35,151.50542857142861
credit_card,2017-11-15,21920.369999999995,148,148.1106081081081
debit_card,2017-11-15,62.68,1,62.68
voucher,2017-11-15,397.61,10,39.760999999999996
boleto,2017-11-16,9278.75,61,152.11065573770492
credit_card,2017-11-16,22802.159999999993,159,143.4098113207547
debit_card,2017-11-16,118.62,2,59.31
voucher,2017-11-16,863.74,25,34.549600000000005
boleto,2017-11-17,6886.58,43,160.153023255814
credit_card,2017-11-17,27807.309999999994,149,186.62624161073822
debit_card,2017-11-17,259.12,5,51.824
voucher,2017-11-17,433.83000000000004,4,108.4575
boleto,2017-11-18,3542.9800000000005,26,136.26846153846154
credit_card,2017-11-18,23523.539999999997,118,199.35203389830514
debit_card,2017-11-18,365.86,2,182.93
voucher,2017-11-18,536.18999999999994,7,76.598571428571432
boleto,2017-11-19,2873.76,23,124.94608695652174
credit_card,2017-11-19,19907.530000000002,134,148.56365671641791
debit_card,2017-11-19,321.58,1,321.58
voucher,2017-11-19,209.73000000000002,3,69.91
boleto,2017-11-20,9277.23,38,244.13763157894741
credit_card,2017-11-20,40925.860000000008,192,213.15552083333333
debit_card,2017-11-20,102.23,1,102.23
voucher,2017-11-20,315.91999999999996,5,63.184000000000005
boleto,2017-11-21,9444.81,57,165.6984210526316
credit_card,2017-11-21,30080.660000000003,167,180.12371257485032
debit_card,2017-11-21,64.03,2,32.015
voucher,2017-11-21,242.34999999999997,11,22.031818181818181
boleto,2017-11-22,6200.2000000000007,36,172.22777777777776
credit_card,2017-11-22,23914.170000000002,161,148.5352173913044
debit_card,2017-11-22,416.34000000000003,4,104.08500000000001
voucher,2017-11-22,190.91000000000003,2,95.455000000000013
boleto,2017-11-23,8259.7900000000027,61,135.40639344262294
credit_card,2017-11-23,43334.26,220,196.97390909090907
debit_card,2017-11-23,178.39000000000001,2,89.195000000000007
voucher,2017-11-23,812.18,16,50.76125
boleto,2017-11-24,32249.560000000005,216,149.30351851851856
credit_card,2017-11-24,144576.01999999984,953,151.70621196222456
debit_card,2017-11-24,759.26,7,108.46571428571428
voucher,2017-11-24,1615.19,38,42.505
boleto,2017-11-25,8209.4,71,115.62535211267607
credit_card,2017-11-25,62565.410000000018,416,150.39762019230767
debit_card,2017-11-25,46.31,1,46.31
voucher,2017-11-25,1075.89,50,21.517799999999998
boleto,2017-11-26,6916.380000000001,52,133.00730769230768
credit_card,2017-11-26,45375.149999999994,333,136.26171171171174
debit_card,2017-11-26,508.45,6,84.741666666666674
voucher,2017-11-26,1139.8899999999999,20,56.9945
boleto,2017-11-27,9384.94,64,146.6396875
credit_card,2017-11-27,46449.550000000017,331,140.33096676737154
debit_card,2017-11-27,379.52,5,75.904
voucher,2017-11-27,752.26999999999987,20,37.6135
boleto,2017-11-28,12172.0,89,136.76404494382024
credit_card,2017-11-28,43660.070000000007,288,151.59746527777779
debit_card,2017-11-28,92.62,3,30.873333333333335
voucher,2017-11-28,783.72,13,60.286153846153852
boleto,2017-11-29,10445.050000000003,76,137.43486842105264
credit_card,2017-11-29,36450.61,242,150.62235537190082
debit_card,2017-11-29,94.25,2,47.125
voucher,2017-11-29,1053.25,18,58.513888888888886
boleto,2017-11-30,6845.8600000000006,63,108.66444444444443
credit_card,2017-11-30,29152.45,200,145.76225000000002
debit_card,2017-11-30,328.4,1,328.4
voucher,2017-11-30,700.02,24,29.167499999999997
boleto,2017-12-01,7320.9299999999994,58,126.22293103448273
credit_card,2017-12-01,38362.749999999985,215,178.43139534883719
voucher,2017-12-01,397.16,15,26.477333333333334
boleto,2017-12-02,6058.04,39,155.334358974359
credit_card,2017-12-02,28882.490000000005,173,166.9508092485548
debit_card,2017-12-02,385.90999999999997,3,128.63666666666666
voucher,2017-12-02,582.06999999999994,5,116.414
boleto,2017-12-03,7273.7300000000005,41,177.4080487804878
credit_card,2017-12-03,26383.139999999996,184,143.3866304347826
debit_card,2017-12-03,673.31999999999994,7,96.188571428571436
voucher,2017-12-03,473.0,5,94.6
boleto,2017-12-04,13430.400000000001,84,159.8857142857143
credit_card,2017-12-04,42107.49000000002,251,167.75892430278876
debit_card,2017-12-04,85.14,1,85.14
voucher,2017-12-04,602.38,5,120.476
boleto,2017-12-05,9462.9999999999964,60,157.71666666666667
credit_card,2017-12-05,29874.949999999983,212,140.91957547169818
debit_card,2017-12-05,556.8599999999999,5,111.37199999999999
voucher,2017-12-05,812.96,12,67.74666666666667
boleto,2017-12-06,8926.8399999999983,63,141.69587301587302
credit_card,2017-12-06,36397.819999999992,213,170.88178403755867
debit_card,2017-12-06,347.77,4,86.9425
voucher,2017-12-06,477.20000000000005,17,28.070588235294117
boleto,2017-12-07,7270.9500000000007,53,137.18773584905659
credit_card,2017-12-07,25383.469999999994,169,150.19804733727807
debit_card,2017-12-07,367.87,4,91.9675
voucher,2017-12-07,641.91000000000008,12,53.4925
boleto,2017-12-08,7228.1,45,160.62444444444446
credit_card,2017-12-08,26757.160000000007,168,159.26880952380941
debit_card,2017-12-08,716.24,4,179.06
voucher,2017-12-08,459.31999999999994,28,16.404285714285713
boleto,2017-12-09,2056.41,21,97.92428571428573
credit_card,2017-12-09,20946.989999999994,131,159.9006870229008
debit_card,2017-12-09,219.07999999999998,2,109.53999999999999
voucher,2017-12-09,417.03999999999996,6,69.506666666666661
boleto,2017-12-10,6699.33,31,216.10741935483873
credit_card,2017-12-10,22137.090000000004,157,141.00057324840759
debit_card,2017-12-10,207.15,1,207.15
voucher,2017-12-10,740.68999999999994,13,56.976153846153842
boleto,2017-12-11,7060.380000000001,57,123.86631578947369
credit_card,2017-12-11,31658.989999999998,204,155.19112745098042
debit_card,2017-12-11,74.56,1,74.56
voucher,2017-12-11,621.5,7,88.785714285714278
boleto,2017-12-12,5669.329999999999,45,125.9851111111111
credit_card,2017-12-12,34082.249999999993,211,161.52725118483409
voucher,2017-12-12,618.81,15,41.254
boleto,2017-12-13,7605.05,43,176.86162790697676
credit_card,2017-12-13,25051.250000000011,170,147.36029411764707
debit_card,2017-12-13,242.65,2,121.32500000000002
voucher,2017-12-13,1486.1299999999999,11,135.10272727272726
boleto,2017-12-14,7041.32,49,143.70040816326528
credit_card,2017-12-14,23048.66,148,155.73418918918918
voucher,2017-12-14,664.32999999999993,5,132.86599999999999
boleto,2017-12-15,4607.7,39,118.14615384615385
credit_card,2017-12-15,26005.67,147,176.90931972789116
debit_card,2017-12-15,256.62,3,85.539999999999992
voucher,2017-12-15,581.64,9,64.626666666666665
boleto,2017-12-16,2662.02,17,156.58941176470591
credit_card,2017-12-16,18954.149999999998,108,175.50138888888887
debit_card,2017-12-16,327.8,3,109.26666666666668
voucher,2017-12-16,963.08,11,87.552727272727282
boleto,2017-12-17,1982.2600000000002,21,94.393333333333345
credit_card,2017-12-17,17239.569999999996,106,162.63745283018869
debit_card,2017-12-17,282.18,1,282.18
voucher,2017-12-17,2601.99,17,153.05823529411765
boleto,2017-12-18,7613.1399999999994,52,146.4065384615385
credit_card,2017-12-18,25496.680000000011,155,164.49470967741937
debit_card,2017-12-18,38.38,1,38.38
voucher,2017-12-18,749.93000000000006,5,149.98600000000002
boleto,2017-12-19,6582.9999999999991,46,143.10869565217391
credit_card,2017-12-19,16048.310000000003,123,130.4740650406504
debit_card,2017-12-19,142.2,3,47.4
voucher,2017-12-19,1720.77,12,143.39749999999998
boleto,2017-12-20,6869.8399999999992,41,167.55707317073171
credit_card,2017-12-20,24295.139999999996,126,192.81857142857146
debit_card,2017-12-20,228.33999999999997,2,114.16999999999999
voucher,2017-12-20,611.36,8,76.42
boleto,2017-12-21,5125.97,40,128.14925000000002
credit_card,2017-12-21,15835.200000000004,99,159.95151515151511
debit_card,2017-12-21,296.87,3,98.956666666666663
voucher,2017-12-21,288.4,5,57.68
boleto,2017-12-22,3730.39,19,196.3363157894737
credit_card,2017-12-22,13628.870000000003,88,154.87352272727276
debit_card,2017-12-22,367.07,2,183.535
voucher,2017-12-22,347.14,3,115.71333333333332
boleto,2017-12-23,2736.59,21,130.31380952380951
credit_card,2017-12-23,12306.949999999999,87,141.4591954022988
voucher,2017-12-23,1382.1,4,345.525
boleto,2017-12-24,959.15,11,87.195454545454552
credit_card,2017-12-24,5627.0000000000009,47,119.72340425531912
debit_card,2017-12-24,187.96,1,187.96
voucher,2017-12-24,186.68,3,62.226666666666667
boleto,2017-12-25,1609.56,15,107.304
credit_card,2017-12-25,10678.190000000002,71,150.39704225352114
debit_card,2017-12-25,105.8,1,105.8
voucher,2017-12-25,268.68,5,53.736
boleto,2017-12-26,4838.75,44,109.97159090909092
credit_card,2017-12-26,17945.540000000005,122,147.09459016393447
voucher,2017-12-26,1013.17,15,67.544666666666672
boleto,2017-12-27,3399.01,36,94.416944444444439
credit_card,2017-12-27,16673.600000000006,123,135.55772357723578
debit_card,2017-12-27,410.19,4,102.5475
voucher,2017-12-27,591.49,8,73.93625
boleto,2017-12-28,1885.84,19,99.25473684210526
credit_card,2017-12-28,14717.660000000002,117,125.79196581196582
debit_card,2017-12-28,313.78999999999996,3,104.59666666666666
voucher,2017-12-28,876.56,10,87.655999999999992
boleto,2017-12-29,4449.74,23,193.46695652173912
credit_card,2017-12-29,15189.680000000002,113,134.42194690265484
voucher,2017-12-29,913.22,15,60.881333333333338
boleto,2017-12-30,1724.35,14,123.16785714285713
credit_card,2017-12-30,13096.669999999998,80,163.708375
debit_card,2017-12-30,291.59000000000003,3,97.196666666666658
voucher,2017-12-30,300.0,2,150.0
boleto,2017-12-31,1702.93,13,130.99461538461537
credit_card,2017-12-31,8046.2099999999991,59,136.37644067796606
voucher,2017-12-31,441.78999999999996,6,73.631666666666661
boleto,2018-01-01,1468.4800000000002,16,91.78
credit_card,2018-01-01,6592.6599999999989,55,119.86654545454546
debit_card,2018-01-01,253.05,2,126.525
voucher,2018-01-01,172.10000000000002,5,34.42
boleto,2018-01-02,4389.01,41,107.04902439024391
credit_card,2018-01-02,23898.930000000011,157,152.22248407643315
debit_card,2018-01-02,95.13,2,47.565
voucher,2018-01-02,1111.67,18,61.759444444444441
boleto,2018-01-03,7161.05,52,137.7125
credit_card,2018-01-03,28647.380000000012,164,174.67914634146348
debit_card,2018-01-03,700.77,6,116.795
voucher,2018-01-03,645.42,13,49.64769230769231
boleto,2018-01-04,10166.589999999998,67,151.74014925373135
credit_card,2018-01-04,29332.61,183,160.28748633879781
debit_card,2018-01-04,76.95,1,76.95
voucher,2018-01-04,1422.0,18,79.0
boleto,2018-01-05,5352.7000000000016,45,118.94888888888889
credit_card,2018-01-05,26087.37999999999,161,162.03341614906824
debit_card,2018-01-05,274.40999999999997,2,137.20499999999998
voucher,2018-01-05,627.46,8,78.43249999999999
boleto,2018-01-06,8390.7700000000023,48,174.80770833333332
credit_card,2018-01-06,23250.859999999997,161,144.41527950310558
debit_card,2018-01-06,239.82,3,79.94
voucher,2018-01-06,830.39,17,48.846470588235285
boleto,2018-01-07,3545.9800000000005,27,131.33259259259259
credit_card,2018-01-07,29610.500000000004,161,183.916149068323
debit_card,2018-01-07,339.44,6,56.573333333333331
voucher,2018-01-07,497.55999999999995,8,62.194999999999993
boleto,2018-01-08,10763.099999999999,70,153.75857142857143
credit_card,2018-01-08,33611.510000000009,214,157.06313084112153
debit_card,2018-01-08,402.63,5,80.526
voucher,2018-01-08,533.36,9,59.262222222222221
boleto,2018-01-09,6313.1299999999992,55,114.78418181818179
credit_card,2018-01-09,28451.850000000002,193,147.41891191709848
debit_card,2018-01-09,196.55,2,98.275
voucher,2018-01-09,478.47,8,59.80875
boleto,2018-01-10,11733.369999999999,70,167.61957142857142
credit_card,2018-01-10,31555.099999999988,199,158.56834170854282
debit_card,2018-01-10,454.02,5,90.803999999999988
voucher,2018-01-10,1082.44,11,98.403636363636366
boleto,2018-01-11,12789.019999999999,77,166.09116883116883
credit_card,2018-01-11,32454.809999999998,183,177.34868852459016
debit_card,2018-01-11,196.51999999999998,2,98.259999999999991
voucher,2018-01-11,1306.03,26,50.231923076923074
boleto,2018-01-12,7276.75,55,132.30454545454546
credit_card,2018-01-12,28937.880000000005,182,158.99934065934073
debit_card,2018-01-12,34.89,1,34.89
voucher,2018-01-12,1020.71,15,68.047333333333341
boleto,2018-01-13,4564.91,39,117.04897435897435
credit_card,2018-01-13,25667.72,174,147.51563218390805
debit_card,2018-01-13,484.16999999999996,3,161.39
voucher,2018-01-13,2505.58,16,156.59875
boleto,2018-01-14,4382.7500000000009,39,112.37820512820512
credit_card,2018-01-14,30529.899999999998,187,163.26149732620325
debit_card,2018-01-14,489.83000000000004,4,122.4575
voucher,2018-01-14,590.98,11,53.725454545454539
boleto,2018-01-15,9419.4900000000016,71,132.66887323943664
credit_card,2018-01-15,32317.279999999992,221,146.232036199095
debit_card,2018-01-15,1025.3700000000001,8,128.17125
voucher,2018-01-15,2446.1499999999996,26,94.082692307692312
boleto,2018-01-16,10332.520000000002,70,147.60742857142856
credit_card,2018-01-16,39413.82,223,176.74358744394621
debit_card,2018-01-16,334.42,3,111.47333333333333
voucher,2018-01-16,1258.62,17,74.036470588235289
boleto,2018-01-17,6618.1,50,132.362
credit_card,2018-01-17,33716.29,224,150.51915178571429
debit_card,2018-01-17,799.30000000000007,7,114.1857142857143
voucher,2018-01-17,1018.23,9,113.13666666666666
boleto,2018-01-18,6134.6899999999987,55,111.53981818181816
credit_card,2018-01-18,25873.239999999994,178,145.3552808988764
debit_card,2018-01-18,335.86,4,83.965
voucher,2018-01-18,694.9,14,49.635714285714286
boleto,2018-01-19,6351.079999999999,51,124.53098039215685
credit_card,2018-01-19,28013.380000000019,176,159.16693181818187
debit_card,2018-01-19,355.04,5,71.00800000000001
voucher,2018-01-19,930.12999999999988,8,116.26625
boleto,2018-01-20,3425.3100000000004,22,155.69590909090908
credit_card,2018-01-20,22637.37,154,146.99590909090904
debit_card,2018-01-20,255.57,2,127.785
voucher,2018-01-20,641.75,6,106.95833333333333
boleto,2018-01-21,4117.25,37,111.27702702702703
credit_card,2018-01-21,23278.139999999996,158,147.32999999999998
debit_card,2018-01-21,414.02,3,138.00666666666666
voucher,2018-01-21,638.01,12,53.1675
boleto,2018-01-22,6292.4700000000021,63,99.880476190476173
credit_card,2018-01-22,35561.13,234,151.97064102564102
debit_card,2018-01-22,747.88,11,67.9890909090909
voucher,2018-01-22,1266.41,24,52.767083333333339
boleto,2018-01-23,7260.6399999999994,54,134.45629629629627
credit_card,2018-01-23,31583.119999999995,197,160.32040609137067
debit_card,2018-01-23,763.85,6,127.30833333333334
voucher,2018-01-23,690.72,25,27.6288
boleto,2018-01-24,6282.41,48,130.88354166666667
credit_card,2018-01-24,28656.240000000009,189,151.62031746031747
debit_card,2018-01-24,97.86,1,97.86
voucher,2018-01-24,1988.72,20,99.436
boleto,2018-01-25,6684.079999999999,52,128.54
credit_card,2018-01-25,28093.809999999998,176,159.62392045454553
voucher,2018-01-25,558.08999999999992,11,50.735454545454544
boleto,2018-01-26,4917.3799999999992,34,144.62882352941176
credit_card,2018-01-26,33721.900000000009,191,176.55445026178012
voucher,2018-01-26,669.66000000000008,12,55.805
boleto,2018-01-27,4459.630000000001,22,202.71045454545452
credit_card,2018-01-27,19653.730000000003,127,154.75377952755903
debit_card,2018-01-27,56.17,1,56.17
voucher,2018-01-27,937.24,10,93.724
boleto,2018-01-28,4757.9,24,198.24583333333334
credit_card,2018-01-28,22406.930000000004,130,172.361
debit_card,2018-01-28,475.4,2,237.7
voucher,2018-01-28,164.67000000000002,3,54.89
boleto,2018-01-29,6643.3600000000006,50,132.86719999999997
credit_card,2018-01-29,27623.659999999993,186,148.51430107526878
debit_card,2018-01-29,823.95,6,137.325
voucher,2018-01-29,965.55,15,64.37
boleto,2018-01-30,7777.9800000000005,65,119.66123076923077
credit_card,2018-01-30,26843.56,186,144.32021505376341
debit_card,2018-01-30,289.62,2,144.81
voucher,2018-01-30,612.45,7,87.492857142857147
boleto,2018-01-31,5072.7600000000011,49,103.52571428571427
credit_card,2018-01-31,30857.689999999988,196,157.43719387755092
debit_card,2018-01-31,531.06000000000006,4,132.76500000000001
voucher,2018-01-31,1430.12,14,102.15142857142857
boleto,2018-02-01,5069.0300000000007,50,101.38060000000003
credit_card,2018-02-01,28921.8,176,164.32840909090902
debit_card,2018-02-01,602.97,4,150.7425
voucher,2018-02-01,1174.12,13,90.316923076923075
boleto,2018-02-02,6241.05,49,127.36836734693878
credit_card,2018-02-02,25219.529999999995,153,164.83352941176474
debit_card,2018-02-02,284.09,5,56.818
voucher,2018-02-02,787.78,16,49.23625
boleto,2018-02-03,3410.37,31,110.01193548387097
credit_card,2018-02-03,23479.85999999999,160,146.74912499999994
voucher,2018-02-03,681.94,11,61.99454545454546
boleto,2018-02-04,3171.1699999999996,27,117.45074074074074
credit_card,2018-02-04,24786.639999999996,173,143.27537572254334
voucher,2018-02-04,304.1,9,33.788888888888884
boleto,2018-02-05,6399.0700000000006,55,116.34672727272728
credit_card,2018-02-05,35400.410000000018,209,169.37995215311003
debit_card,2018-02-05,159.3,3,53.099999999999994
voucher,2018-02-05,1238.19,16,77.386874999999989
boleto,2018-02-06,9698.5,59,164.38135593220341
credit_card,2018-02-06,29615.790000000008,205,144.46726829268297
debit_card,2018-02-06,236.84,4,59.21
voucher,2018-02-06,515.29,10,51.529
boleto,2018-02-07,7143.5600000000013,41,174.23317073170733
credit_card,2018-02-07,26624.080000000009,197,135.147614213198
debit_card,2018-02-07,261.61,3,87.203333333333333
voucher,2018-02-07,2500.46,20,125.023
boleto,2018-02-08,4495.87,38,118.31236842105261
credit_card,2018-02-08,25956.42,187,138.80438502673798
debit_card,2018-02-08,969.96,3,323.32
voucher,2018-02-08,488.76,9,54.306666666666665
boleto,2018-02-09,9049.36,52,174.02615384615385
credit_card,2018-02-09,25936.37000000001,160,162.10231250000004
debit_card,2018-02-09,70.92,2,35.46
voucher,2018-02-09,317.53999999999996,9,35.282222222222224
boleto,2018-02-10,2746.14,21,130.76857142857142
credit_card,2018-02-10,22085.499999999996,156,141.57371794871793
debit_card,2018-02-10,328.05,3,109.35
voucher,2018-02-10,105.63,2,52.815
boleto,2018-02-11,2897.52,26,111.4430769230769
credit_card,2018-02-11,22313.940000000013,144,154.95791666666668
debit_card,2018-02-11,335.47,1,335.47
voucher,2018-02-11,582.53,8,72.81625
boleto,2018-02-12,2878.5700000000006,30,95.952333333333328
credit_card,2018-02-12,24178.310000000012,182,132.84785714285712
debit_card,2018-02-12,35.69,1,35.69
voucher,2018-02-12,897.9799999999999,20,44.899
boleto,2018-02-13,4084.5699999999997,35,116.70200000000001
credit_card,2018-02-13,24556.959999999995,185,132.74032432432426
debit_card,2018-02-13,269.26,3,89.75333333333333
voucher,2018-02-13,113.38000000000001,3,37.793333333333337
boleto,2018-02-14,9002.01,61,147.5739344262295
credit_card,2018-02-14,32574.800000000014,225,144.77688888888892
debit_card,2018-02-14,566.81,4,141.7025
voucher,2018-02-14,1499.74,24,62.489166666666677
boleto,2018-02-15,8318.3,64,129.9734375
credit_card,2018-02-15,29328.719999999994,212,138.34301886792454
debit_card,2018-02-15,263.61,3,87.86999999999999
voucher,2018-02-15,1314.12,9,146.01333333333332
boleto,2018-02-16,4697.7999999999993,36,130.49444444444447
credit_card,2018-02-16,26737.570000000007,174,153.66419540229884
debit_card,2018-02-16,77.57,1,77.57
voucher,2018-02-16,354.53,13,27.271538461538462
boleto,2018-02-17,4816.85,30,160.56166666666667
credit_card,2018-02-17,24573.840000000004,170,144.55200000000002
debit_card,2018-02-17,99.4,2,49.7
voucher,2018-02-17,121.46000000000001,2,60.730000000000004
boleto,2018-02-18,2939.3399999999997,21,139.96857142857141
credit_card,2018-02-18,25033.849999999991,178,140.63960674157309
debit_card,2018-02-18,123.47,1,123.47
voucher,2018-02-18,975.27,12,81.272500000000008
boleto,2018-02-19,8294.1700000000019,66,125.66924242424238
credit_card,2018-02-19,24806.110000000015,190,130.55847368421053
debit_card,2018-02-19,214.67000000000002,2,107.335
voucher,2018-02-19,421.01,7,60.144285714285722
boleto,2018-02-20,9031.44,65,138.94523076923076
credit_card,2018-02-20,32275.309999999998,216,149.42273148148146
debit_card,2018-02-20,584.93000000000006,6,97.48833333333333
voucher,2018-02-20,815.01,11,74.091818181818169
boleto,2018-02-21,7450.98,61,122.14721311475409
credit_card,2018-02-21,28235.25,197,143.32614213197968
debit_card,2018-02-21,67.5,1,67.5
voucher,2018-02-21,2263.5299999999997,16,141.47062499999998
boleto,2018-02-22,9793.67,56,174.88696428571427
credit_card,2018-02-22,27045.939999999988,217,124.63566820276488
debit_card,2018-02-22,445.29999999999995,5,89.06
voucher,2018-02-22,1499.3200000000002,10,149.93200000000002
boleto,2018-02-23,6349.4299999999985,48,132.27979166666668
credit_card,2018-02-23,25678.929999999982,184,139.5594021739131
voucher,2018-02-23,1044.6,8,130.575
boleto,2018-02-24,4592.12,34,135.06235294117647
credit_card,2018-02-24,23070.400000000012,154,149.8077922077922
debit_card,2018-02-24,262.52,3,87.506666666666661
voucher,2018-02-24,416.32,10,41.632000000000005
boleto,2018-02-25,6487.0099999999993,50,129.7402
credit_card,2018-02-25,28036.25,180,155.75694444444449
voucher,2018-02-25,407.61999999999995,8,50.9525
boleto,2018-02-26,11282.169999999998,72,156.69680555555558
credit_card,2018-02-26,37929.419999999984,216,175.59916666666669
debit_card,2018-02-26,565.56999999999994,3,188.52333333333331
voucher,2018-02-26,656.8,11,59.709090909090911
boleto,2018-02-27,10013.04,63,158.93714285714287
credit_card,2018-02-27,36225.1,230,157.50043478260861
debit_card,2018-02-27,465.26,3,155.08666666666667
voucher,2018-02-27,373.59000000000003,9,41.51
boleto,2018-02-28,12759.609999999999,84,151.90011904761906
credit_card,2018-02-28,38175.899999999994,223,171.19237668161435
debit_card,2018-02-28,178.76,3,59.586666666666666
voucher,2018-02-28,1207.47,9,134.16333333333336
boleto,2018-03-01,13476.730000000003,69,195.31492753623192
credit_card,2018-03-01,31982.810000000016,202,158.33074257425741
debit_card,2018-03-01,526.04,5,105.20799999999998
voucher,2018-03-01,761.81999999999994,11,69.256363636363631
boleto,2018-03-02,6388.8200000000015,45,141.9737777777778
credit_card,2018-03-02,29847.900000000012,211,141.45924170616112
debit_card,2018-03-02,544.58,6,90.763333333333335
voucher,2018-03-02,769.01,17,45.235882352941175
boleto,2018-03-03,4279.8099999999995,39,109.73871794871796
credit_card,2018-03-03,27054.829999999998,171,158.21538011695904
voucher,2018-03-03,447.15000000000003,8,55.893750000000004
boleto,2018-03-04,4634.4299999999994,32,144.8259375
credit_card,2018-03-04,32056.709999999992,198,161.9025757575757
debit_card,2018-03-04,189.11,3,63.036666666666662
voucher,2018-03-04,599.55,6,99.925
boleto,2018-03-05,9517.65,56,169.9580357142857
credit_card,2018-03-05,35442.94,204,173.73990196078427
debit_card,2018-03-05,22.79,1,22.79
voucher,2018-03-05,652.23,22,29.646818181818183
boleto,2018-03-06,8795.2699999999986,65,135.31184615384615
credit_card,2018-03-06,36147.31,200,180.73655
debit_card,2018-03-06,186.8,3,62.266666666666666
voucher,2018-03-06,841.86,12,70.155
boleto,2018-03-07,9560.21,51,187.45509803921564
credit_card,2018-03-07,32256.209999999995,203,158.89758620689653
debit_card,2018-03-07,175.52999999999997,3,58.509999999999991
voucher,2018-03-07,521.24,12,43.436666666666667
boleto,2018-03-08,7308.57,56,130.51017857142858
credit_card,2018-03-08,25988.169999999991,176,147.66005681818189
debit_card,2018-03-08,86.86,1,86.86
voucher,2018-03-08,458.52,12,38.209999999999994
boleto,2018-03-09,7489.58,42,178.32333333333332
credit_card,2018-03-09,25513.800000000003,160,159.46125
debit_card,2018-03-09,142.32,2,71.16
voucher,2018-03-09,677.37000000000012,12,56.447500000000005
boleto,2018-03-10,2432.6000000000004,19,128.03157894736844
credit_card,2018-03-10,28050.510000000006,170,165.00300000000004
debit_card,2018-03-10,126.34,2,63.17
voucher,2018-03-10,495.55,7,70.792857142857144
boleto,2018-03-11,2698.8900000000003,25,107.9556
credit_card,2018-03-11,33414.16,190,175.86399999999998
debit_card,2018-03-11,312.38,2,156.19
voucher,2018-03-11,192.92,6,32.153333333333329
boleto,2018-03-12,6948.43,49,141.80469387755102
credit_card,2018-03-12,28575.659999999989,180,158.75366666666662
debit_card,2018-03-12,42.78,1,42.78
voucher,2018-03-12,364.02000000000004,8,45.5025
boleto,2018-03-13,8296.0899999999983,55,150.83800000000002
